购气碳排放因子,购电碳排放因子
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.36465361376142263
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.39409523603648056
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
