日期,1点,2点,3点,4点,5点,6点,7点,8点,9点,10点,11点,12点,13点,14点,15点,16点,17点,18点,19点,20点,21点,22点,23点,24点
20200101,7.563158161394372,17.75466566548298,12.274456336481203,11.573240444524442,15.280137781515212,11.633687452578307,6.420478482083333,40.270329725929145,37.705929043742344,44.4445428805322,53.1229615533618,46.11695826829995,49.26749592716199,43.492869180241584,50.94948000720003,49.315555932508396,50.90007899569832,43.74649396748616,55.00303543482712,47.19471584028103,23.76043562256364,13.09750321616919,12.288222418033914,13.365212592546643
20200102,13.83970287689865,16.74916151864457,14.729025298660968,16.054279220819748,6.710014775167922,5.237655079417291,15.396544596047576,35.968357065641456,44.67660757414292,53.730555354384826,57.78903958899984,57.77054587967459,53.99072911580362,48.773194250259614,51.808579216569406,55.79388362440652,49.58958868829975,49.94331981650749,61.99216439848939,62.789160006974505,12.385582274541846,23.80679883528051,14.451461084327617,9.427566930359259
20200103,12.300686260410892,18.735698439210836,7.378210465693378,14.075517193916417,11.834912197204853,10.647950128677797,6.731530627013506,34.815388764985876,46.272471548314265,56.83966078507529,51.056308905258476,50.744284488826494,50.239037066942885,53.175003424055284,49.53105223190621,45.96523881481979,47.26739872260428,52.42157586272736,53.37795842638364,57.219819160310536,13.419320497647698,16.044573026201185,17.882678630672995,22.07394808101796
20200104,14.76497215033613,16.117172778522914,14.104824475427673,12.272487519309134,14.671918799312541,11.019505019674304,7.1116905114362226,38.694423871749244,51.82412194380831,53.70543135757014,53.99159570713373,56.321327668645324,59.43417703872761,44.899887968153116,44.365508256177606,53.3333585230927,47.212044696640206,52.28124910142584,60.73652947796452,56.31889344626499,14.659588393099174,11.601869065296386,18.863600543696187,18.873622861597266
20200105,10.212916118678862,13.768048040790642,15.524312738821676,14.16784842016147,8.073213412123682,15.583925737186814,7.303954988226493,46.886476095079864,48.70387336933058,54.8952939348727,54.88825316195057,59.99281669617781,47.090877953422904,46.146667611977676,47.94955103189387,50.999189125665204,45.241841365362724,54.2861936532784,62.18722529189962,51.526558041306735,19.32889053124754,19.74981658180792,16.178228762257508,16.300269847618747
20200106,15.529799978223851,19.903752571818607,11.276731601339003,18.72238808454197,12.820738802080726,17.07220880116211,13.487932042134084,44.17519174516308,43.78554249985871,54.60495597038725,56.944990718585466,60.7427308480639,60.57439520584762,52.361947591993065,56.5104278860958,53.268833679505185,53.96934361335415,56.63675779237461,67.37340443440922,65.68768215309755,21.880522214516105,23.327257997384127,23.117822171237556,14.0656417957455
20200107,15.163788328580415,13.805855333268424,11.051380934524843,13.997893152499318,10.538789689582773,13.541784926035445,12.788318130364505,48.3330647199988,40.90796206653322,52.40093856792517,57.97917895373253,63.030110473264365,58.675409037380525,53.425849340847186,52.543431151449745,58.42876051205758,50.69659070009353,63.13618565375335,64.7329148285717,56.50130999386889,22.239031161649763,12.919371456884125,24.016428010940015,17.326451054115317
20200108,9.109176482455217,13.17833372512058,15.391949273201487,16.898508717352566,16.570965215759994,7.669692512261452,12.585408835726223,42.46563446071144,43.67457798637447,60.10541761568806,53.30348295418407,61.43903679213969,56.28292147340592,50.74017605297837,53.3544436911851,48.94668893859488,51.42025615646021,53.72625265143575,60.84352558304004,59.12272908076465,19.661394940026515,12.341492737405737,22.52470847228753,21.91719632309135
20200109,8.575465880627192,9.895821193315259,9.201606255413395,8.294057823762568,14.822611428105807,13.916524939603766,17.476362657945206,49.59536432115859,54.71604591876223,57.99892936499873,63.84671995723779,58.41318847845413,49.56338935679216,52.71621096216582,58.14547347236744,49.3818727987192,50.39500607604432,62.47480129413181,54.25227354417278,64.47189982196875,21.664430285573363,17.280429856411246,21.272089231281235,21.176158144274623
20200110,7.726373936931278,8.917540864925373,18.78136089162085,15.835203784226579,18.92477369455031,15.55651171626225,13.58311919023981,44.14406167191807,50.637457670912376,58.81695923771771,50.695843404162716,56.48825750184376,52.10087250900068,50.213542119303504,46.190357687079285,54.89427669980609,54.03999292947491,53.346279226776865,53.485702121344445,63.04381202808071,13.023252704190977,17.648128221814062,12.79242870403493,21.285044492779182
