学生区,教学办公区,教工区
61.15723404879316,13.365212592546643,74.25966020810421
61.02783925751771,9.427566930359259,72.17687286080238
56.51890986088994,22.07394808101796,70.59803335325272
57.6242886673481,18.873622861597266,82.08261240813187
63.90632834795725,16.300269847618747,77.29567841427242
67.70177064658864,14.0656417957455,83.92635050017154
58.13316234922854,17.326451054115317,81.43042704520954
64.01633858103068,21.91719632309135,78.67836313881764
65.74553699913359,21.176158144274623,84.81101779883544
68.66733958137885,21.285044492779182,86.55578056616895
57.87319132374139,10.234182783841831,76.7548131929533
62.038605804113345,19.504969849412372,75.2468973918015
58.9975380312447,14.927943993871827,76.39675081885231
68.83606242852004,13.571210895978798,83.45795675841764
62.44747771938236,9.474392559696476,80.31916580600831
59.957044755894486,18.785290880445828,83.74554599068796
56.791774508487705,20.357021924050926,78.39492990728202
53.80528698854716,8.715293818424927,70.20685490293498
65.24671658340736,11.350945830726403,78.04589039846313
57.8141282679436,21.64935060536741,82.89783248604508
66.92793452376188,9.809634393491194,76.69695199173869
57.42615750351181,21.196143143356426,75.90382599070692
65.36220136737268,12.638041911893595,75.45356530443124
55.43709875814442,19.622511726306204,74.05631476714964
48.198661843755346,10.472750883739284,62.68851394503014
56.332247618679666,16.64194516192968,65.07252260503587
53.46131061738094,6.990613656225278,68.49318422865748
56.497707632485756,7.335368220491109,62.01423270691079
45.119400959198174,17.2356623542997,62.341570548987555
48.01505347277362,9.97616127317188,50.92413643054563
41.465893709971056,11.747962664958793,58.35744394653599
49.709007955576496,14.002253307680522,55.68589161248194
47.98688844637961,17.172296949104407,50.502042868816744
47.84870816061891,5.180569215142797,50.532746085616566
42.21023913822532,6.306865020798406,64.27442023677526
41.160160607817616,6.8833942489621585,61.788678510265136
46.079711807525115,16.672701999277407,65.67538022278057
55.19139960450724,9.005751838245681,69.93950420584257
49.09775164513178,13.969313024457467,74.63476724575048
60.206229309939715,16.701607688306066,65.76150173258387
64.35104367697599,21.41183874255978,70.37953549525501
56.82906198566915,16.294742849278393,74.5800532422614
58.499479547412555,11.868597475838458,79.91289907318966
53.887861131896635,15.877391601304025,72.48516606887644
56.43055875969997,15.315922297157977,74.30878829908553
57.246605628965035,19.862699492693714,72.9495877203603
54.09113826272146,8.44687282943963,71.47249308472851
61.89988369318042,21.48968719439161,73.97678920727674
66.45895270305078,20.774447317029935,73.15268359806652
60.770357790183645,20.979248518493016,70.38007087123519
58.723052819420424,17.84679408934491,73.76297693035809
67.80028555070594,18.590286653728253,77.2350506920818
52.457169918343794,9.026080535153753,75.31101668437506
60.5717064229086,9.703235719219915,67.25724235896706
66.75127066630597,19.414837198952426,81.93079301964679
60.279225138420344,19.755445787016985,74.32200401799814
65.7114049963404,9.407457908339822,73.34346061737763
55.216595498366765,18.101103024280928,76.33426898107629
60.63433089859606,12.610088086685204,71.82857342329551
61.507630939336124,10.370377684173414,73.16079917630313
47.53520072163031,17.527105840446012,61.359024123806975
60.546857650347114,12.935961671680431,64.05034535752418
49.50561882426996,15.814843725387874,69.63921271445626
53.71322495030865,7.266845181930536,66.54225538678226
59.26296843394333,16.83425943538368,72.01398272187116
56.266952429916074,20.19838952837986,60.65639784976806
50.73966390809226,11.104127751426981,68.73175175396737
52.601353506028744,13.175846490746917,58.11731529100486
48.11498885500403,17.380617020263035,72.00901030915719
49.470017942209,8.61621920059537,68.97748017256725
46.52884580458679,18.773035945617803,67.72076282181081
56.65344251993223,10.368489005315826,65.0574411315364
43.29798564757483,14.952565146015216,58.98705559923275
47.49093141541278,11.139132368459649,61.30281003794957
39.937617657836,13.54492282641777,57.092532012542
48.289119980693144,14.282080139496182,64.09198842430149
48.946778356112375,8.278497758878757,54.06689540600537
51.35235681987048,12.590558312248033,65.01511961040464
43.82988744343133,6.998885850654022,64.65423486673437
50.89155289909265,16.87662428320751,54.679042402020734
46.896768944929526,11.75379418023884,49.57926199467126
37.79866067868667,15.561137006402525,53.87531670879223
41.995930112335785,17.78335281928522,55.40198927547231
50.4974335571999,15.295319083970245,51.4515749330867
39.4194185213595,11.933383381614926,61.76641000984265
49.314109012131894,16.457389672394704,55.56742391892097
39.19635044864823,7.972359609135396,58.00999425847289
45.76357465120197,16.578141692448206,51.499880115939725
44.46236823330442,17.29202740262309,58.776655161615295
47.55074545996132,16.681839570653487,57.66720066881402
49.73229396785476,4.594337753786884,60.964914151874034
39.446717642179216,12.151792717314931,60.55939195088057
37.371642285044736,9.904613617458509,50.58933739363657
47.796331431206454,4.562343624578262,56.33242095467854
38.71298616676874,15.609771633979573,43.3104658285756
34.49262118674271,13.418525434500836,56.483168122749476
36.06851051322191,4.390941932768528,55.4866697981781
38.19099755999268,13.919690038721406,50.40908554322036
39.48055488393163,8.075761077233388,56.662502518425704
50.22256743623436,17.312030451621155,52.40920962610797
41.03313166889016,6.177230508280128,56.786049604471025
43.291228198511575,11.817731847497186,52.630549661900055
46.83577259301566,10.021374839559845,56.438838922450834
40.68024286832229,9.82866040607332,55.26725867637982
46.90005777541207,16.170361352094993,50.1184845096642
42.498039163041796,7.186995737715754,54.92808629127079
41.26636894986926,11.556854297737344,59.267468174456766
45.87457291848918,17.08755971884581,53.725519990275224
40.70449689281373,12.653352697104252,48.03655493377154
37.11738794948359,4.187996305431236,55.33312751858022
50.44244746340693,9.441311864924673,51.7707786148479
44.336112315288915,16.15642095604531,53.387253909536106
44.871949346300795,9.65749808323673,54.5392606956493
41.967658691660546,14.483447117917674,50.4111346247963
40.45328510685906,14.463789458667103,62.16603963877999
46.517895415990594,6.672592478770966,58.250956122787066
38.4415866699425,16.22746283244853,45.36270631636213
44.53204607782749,6.4963246677526385,55.12966158571921
44.69012597379874,15.531215523909903,50.79181211884001
50.32412541850937,9.766170674575921,59.80078575919985
34.776767594349195,13.197850677544492,52.272663583174364
34.742095665050485,7.292888392479949,48.46970394682292
38.11038543983511,15.554180066780825,48.386008801039424
43.222660547397254,15.49003805240958,51.48952119874081
41.5709077739094,5.755839730366432,57.69129738872743
40.42032317102735,13.482381115919388,57.367593913938464
46.520803110376065,6.212987657072375,49.98092923663985
41.1254372357106,9.86997713503747,57.15021840297383
50.69035892038756,11.774119978392125,58.01815527605745
40.844374947696366,10.930822245042954,54.67152194309513
39.89144245120426,13.969936076371784,47.35690649555553
45.142160253680515,14.359026268650677,51.47767648865344
46.217546717574415,16.76492425520208,49.171167066060725
48.23876388744719,10.507402052987496,56.20035250088665
49.87823006046013,9.799951862792629,59.00783162128851
41.49519907646637,17.63730223334146,62.712375292636764
36.45057369991574,4.969662908985287,46.8317865121696
41.01964694712829,11.70325343618971,53.55679510569968
48.864777011941484,9.339903754072912,63.42380785765218
47.513194418393155,18.40268153135637,61.60447633599122
56.33246127255597,14.255001909352575,61.80583730531769
48.31284994455597,13.110010956376168,67.52439659232782
62.87517712249965,19.227968349370784,68.30862491507203
47.76313201000138,14.563050699925734,57.689778056939545
45.828131310980204,12.280026556783055,55.99309224242784
47.5860814554593,7.621048273953803,61.168570268236394
46.772707153547415,6.74418516783348,68.92585312717527
57.24188177441404,8.352788074733667,72.26380858959907
54.797006633842805,14.697059504333618,80.90851505056499
64.44442803356297,11.104517639794658,73.6965795066013
47.62934255590306,7.054296443515805,68.55407090517006
38.92955796035286,8.2254608881279,50.27496833118079
46.565388370321266,6.32169333528557,53.290884069114384
46.21774787113947,10.410451317315166,68.90825226932576
55.93974548694558,13.680518843250196,67.59679818504098
48.074166056144136,20.029042022460644,62.31522520357048
50.050276072662754,9.421805430405028,65.94651485420678
48.94282510560967,9.260749562705081,56.95309406169807
39.16204219086198,17.330286169826756,52.997111632378925
43.015653624957935,11.53051237553262,54.19789202409884
49.29855924606208,18.610066981851418,62.08701235726234
50.14730514960167,12.016373835052757,58.948572564296356
56.91599859796101,19.64528578604825,57.86537323301405
59.71403806512957,14.087594769247815,70.21526332098222
